Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T101409,11,19,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Jackson Street,94133,3,Chinatown,-122.408920229134,37.7957953007099
T050765,6,30,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Taylor Street,94102,6,Tenderloin,-122.410789885446,37.7836863382486
T011746,10,12,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of Fillmore Street,94123,2,Marina,-122.437126118578,37.8039608522785
T050775,7,1,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Virginia Avenue,94110,9,Bernal Heights,-122.420967440362,37.7428517371752
T020898,5,28,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Church Street,94114,8,Castro/Upper Market,-122.428814857725,37.7668213318876
T160209,2,1,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Font Boulevard,94132,7,Lakeshore,-122.473629919957,37.715545052959
T012221,12,11,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Oak Street,94117,5,Haight Ashbury,-122.43824483915,37.7729735025431
T152377,11,4,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5800 Block Of California Street,94121,1,Outer Richmond,-122.480184161223,37.7840461450501
T100116,1,29,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3200 Block Of 21st Street,94110,9,Mission,-122.420179949924,37.7570135251047
T070671,5,7,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Vallejo Street,94133,3,Chinatown,-122.409233778141,37.7985755825381
T011245,7,11,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Hayes Street,,5,Hayes Valley,-122.432025159996,37.775784446792
T021368,8,23,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of 35th Avenue,94121,1,Outer Richmond,-122.495444577912,37.7786310320445
T130648,4,30,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Oak Street,94117,5,Haight Ashbury,-122.434919576262,37.7733932785205
T130188,2,8,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Hyde Street,94109,6,Tenderloin,-122.416234049397,37.7849036813714
T030545,4,28,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Duboce Avenue,94117,8,Hayes Valley,-122.430807581532,37.7694113341047
T151057,5,26,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Shotwell Street,94110,9,Mission,-122.4160723639,37.7612295779717
T991290,6,25,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Clyde Street,94107,6,South of Market,-122.393962106553,37.7784930330368
T152263,10,14,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Valencia Street,94110,9,Mission,-122.420819132693,37.7545030900249
T110466,4,7,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Stanyan Street,94117,5,Haight Ashbury,-122.453745874584,37.7705839126099
T061217,8,17,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2200 Block Of Sutter Street,94115,5,Japantown,-122.437370954133,37.7855093221504
T110476,4,11,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2200 Block Of 18th Avenue,94116,7,West of Twin Peaks,-122.474889606694,37.745892305259
T992024,10,5,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Hyde Street,94109,3,Russian Hill,-122.418092385713,37.7941169712809
T150521,3,17,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of 25th Avenue,94122,4,Sunset/Parkside,-122.483295870345,37.7586131304743
T041085,9,1,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Dolores Street,94110,8,Castro/Upper Market,-122.426428418376,37.7634973390253
T131435,9,11,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Bush Street,94109,3,Nob Hill,-122.414561132601,37.7894788171083
T110255,3,2,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of South Van Ness Avenue,94103,9,Mission,-122.417654820048,37.7676095144236
T121665,10,22,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of London Street,94112,11,Excelsior,-122.437916263492,37.7193434957283
T011103,6,12,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Sutter Street,94109,5,Japantown,-122.425845943218,37.7869733157656
T140258,2,5,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T010961,5,14,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Duboce Avenue,94103,8,Mission,-122.423478504795,37.7697457853556
T100216,2,17,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Vallejo Street,94133,3,Nob Hill,-122.412452530527,37.7980656325151
T100843,7,15,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Bradford Street,94110,9,Bernal Heights,-122.409676930683,37.7385015281653
T992063,10,14,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,4300 Block Of Lincoln Way,94122,4,Sunset/Parkside,-122.504577746148,37.7641509174703
T070761,5,23,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of Fillmore Street,94123,2,Marina,-122.435464125619,37.7966149410411
T991957,9,24,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 6th Avenue,94122,5,Inner Sunset,-122.463131183963,37.7655885209308
T010475,3,8,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Oak Street,94117,5,Haight Ashbury,-122.451412659823,37.7713013031832
T050339,3,30,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Jones Street,94109,3,Nob Hill,-122.413545531912,37.7882694997514
T071169,8,8,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Moraga Street,94122,7,Inner Sunset,-122.467400875047,37.7565649440509
T090452,3,18,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Cumberland Street,94114,8,Castro/Upper Market,-122.431302713801,37.7587533221397
T992445,11,30,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of Clay Street,94109,3,Russian Hill,-122.42023827612,37.7925424053989
T2K1973,9,14,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Fell Street,94102,5,Hayes Valley,-122.426886396761,37.7753666752985
T011721,10,5,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of 44th Avenue,94121,1,Outer Richmond,-122.504953449594,37.7763023356877
T151364,6,19,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Otsego Avenue,94112,11,Outer Mission,-122.441302481976,37.723058086493
T151458,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Ofarrell Street,94115,5,Western Addition,-122.438885953549,37.7825586617868
T111511,11,16,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Leavenworth Street,94102,6,Tenderloin,-122.414267552081,37.7841991599115
T142159,11,6,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 2nd Avenue,94118,1,Inner Richmond,-122.459999331893,37.7821780949992
T142288,11,24,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T2K2217,10,6,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Shotwell Street,94110,9,Mission,-122.415771732381,37.7580271556297
T100872,7,20,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Quesada Avenue,94112,10,Bayview Hunters Point,-122.392215307188,37.7339062547849
T2K1400,7,3,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Page Street,94102,5,Hayes Valley,-122.424834587092,37.7738319716604
T2K1214,6,6,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Heather Street,94118,,,,
T051275,10,18,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Garces Drive,94132,7,Lakeshore,-122.478943773295,37.7151948457584
T051162,9,26,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Broderick Street,94115,2,Pacific Heights,-122.44213509656,37.7883268963058
T991963,9,28,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Filbert Street,94133,2,Russian Hill,-122.416957485404,37.8004754619782
T152474,11,20,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Arguello Boulevard,94118,1,Inner Richmond,-122.458753851835,37.7786676737193
T151008,5,13,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of 10th Avenue,94118,1,Inner Richmond,-122.468160260684,37.7742357905001
T111296,10,11,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2500 Block Of Mcallister Street,94118,1,Lone Mountain/USF,-122.453874732003,37.775692735326
T090207,2,13,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Paulding Street,94112,11,Outer Mission,-122.441551324427,37.7275743974259
T121957,12,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Valencia Street,94110,8,Mission,-122.421382559455,37.7589313183462
T121255,8,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of 21st Avenue,94121,1,Outer Richmond,-122.479903213282,37.7737021213564
T081821,11,25,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of 42nd Avenue,94116,4,Sunset/Parkside,-122.500860897594,37.7484879990246
T090916,6,26,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Greenwich Street,94133,3,North Beach,-122.408900218613,37.8023301647716
T031331,10,23,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3300 Block Of 22nd Street,94110,8,Mission,-122.422313025937,37.7552738017325
T120393,3,8,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Mcallister Street,94115,5,Lone Mountain/USF,-122.442488679774,37.7772146317021
T061881,12,14,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Revere Avenue,94124,10,Bayview Hunters Point,-122.392752919199,37.7330651666384
T151080,6,1,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Alemany Boulevard,94112,11,Outer Mission,-122.435672344308,37.7275315601266
T010868,4,30,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of 12th Avenue,94122,7,Inner Sunset,-122.469135933911,37.7573681626637
T060208,2,15,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Oak Street,94117,5,Haight Ashbury,-122.43824483915,37.7729735025431
T091042,7,22,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Ellis Street,94102,6,Tenderloin,-122.413593512911,37.7846989219768
T130788,5,24,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Balboa Street,94118,1,Inner Richmond,-122.467752532622,37.7770086004476
T081756,11,12,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Bush Street,94103,3,Nob Hill,-122.414561132601,37.7894788171083
T2K2733,12,20,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Hyde Street,94109,3,Russian Hill,-122.418902323442,37.7988211827302
T061149,8,2,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Chestnut Street,94109,2,Russian Hill,-122.423920477486,37.8024395986526
T142292,11,24,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T060440,3,29,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Vidal Drive,94132,7,Lakeshore,-122.484903847189,37.7205665783708
T140946,5,12,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of 25th Street,94110,9,Mission,-122.409440953136,37.7511181508246
T050330,3,28,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of 47th Avenue,94116,4,Sunset/Parkside,-122.50539861015,37.7365984246988
T131860,11,26,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Church Street,94114,8,Noe Valley,-122.427092426346,37.7488999755792
T080969,6,26,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Diamond Street,94114,8,Noe Valley,-122.436241579439,37.7499583476538
T090819,6,3,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of California Street,94108,3,Chinatown,-122.407129469787,37.79235595659
T100224,2,16,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Broderick Street,94115,2,Pacific Heights,-122.441889297351,37.7864253017048
T131065,7,11,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2500 Block Of Clement Street,94121,1,Outer Richmond,-122.486486692248,37.7820039274009
T111573,11,30,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of 15th Street,94103,9,Mission,-122.41801884768,37.7667276112662
T081525,9,25,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 22nd Avenue,94122,4,Sunset/Parkside,-122.480472054533,37.7643601414555
T020364,3,6,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 36th Avenue,94122,4,Sunset/Parkside,-122.495209414998,37.7618311991618
T2K0812,4,14,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Valencia Street,94110,9,Mission,-122.421739994638,37.7641127384542
T070338,3,9,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Fulton Street,94117,5,Western Addition,-122.439021582559,37.7768041862456
T081245,8,19,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Oak Street,94117,5,Haight Ashbury,-122.439900942093,37.7727631926741
T061981,12,26,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,2000 Block Of Scott Street,94115,2,Pacific Heights,-122.438798514294,37.7887520577497
T080205,2,21,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Langton Street,94103,6,South of Market,-122.40748636485,37.775532581855
T131429,9,6,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Kansas Street,94107,10,Potrero Hill,-122.403538780176,37.7640801204343
T030403,3,21,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Wilson Street,94112,11,Outer Mission,-122.460316845293,37.7084488538146
T030516,4,17,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Gonzalez Drive,94132,7,Lakeshore,-122.48059457481,37.7175134680329
T121668,10,22,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,0 Block Of Chumasero Drive,94132,7,Lakeshore,-122.472875861103,37.7133177847632
T021921,12,18,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,4200 Block Of 22nd Street,94114,8,Noe Valley,-122.440387557412,37.7540784989231
T021836,12,4,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Monterey Boulevard,94127,7,West of Twin Peaks,-122.452280462048,37.7314334954339
T030273,2,21,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Francisco Street,94133,3,North Beach,-122.412608500182,37.8048443203362
T120041,1,11,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Judah Street,94122,5,Inner Sunset,-122.472104041967,37.7620112775777
T131183,8,2,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2800 Block Of 26th Street,94110,9,Mission,-122.407395627398,37.7497416990577
T021120,7,11,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of 25th Avenue,94121,1,Outer Richmond,-122.484458855208,37.7772371431573
T130920,6,14,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Grove Street,94117,5,Hayes Valley,-122.440489225361,37.7756633772526
T061869,12,12,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3100 Block Of Washington Street,94115,2,Pacific Heights,-122.445106099134,37.7901683360131
T010211,2,2,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Crescent Avenue,94110,9,Bernal Heights,-122.417146865759,37.7349594711338
T131638,10,18,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of 16th Street,94114,8,Castro/Upper Market,-122.434199642664,37.7642250106821
T090337,2,27,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of 11th Street,94103,6,Mission,-122.414746124181,37.7723652525451
T071624,10,25,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of 16th Avenue,94118,1,Outer Richmond,-122.475372268798,37.7833852054514
T061886,12,15,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Jones Street,94102,6,Tenderloin,-122.412190669912,37.7815955875035
T151454,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Ofarrell Street,94115,5,Western Addition,-122.438053867758,37.7826648712406
T121261,8,13,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of 25th Avenue,94121,1,Outer Richmond,-122.484324208282,37.7753725575845
