name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Charming 2 bdrm Dolores Heights Apt,Mission,37.75523738,-122.4219086,Entire home/apt,196,2,150,3/26/17,4.47,1,93
Guest Room - Javier Azul,Mission,37.76239584,-122.4065616,Private room,70,1,295,3/31/17,8.67,3,9
Room in Mission Victorian Mansion,Mission,37.75813893,-122.4143756,Private room,170,1,1,8/31/15,0.05,1,0
Great Space and Neighborhood,Mission,37.75753408,-122.410455,Entire home/apt,225,2,7,2/18/17,2.23,2,79
Huge house in Mission 2 blks BART,Mission,37.7666713,-122.4239593,Entire home/apt,225,2,0,,,1,0
Large 1BR in Mission Victorian,Mission,37.76602128,-122.4165001,Private room,99,1,127,3/6/17,3.3,6,330
Sunny Mission Apt w/ Public Transit,Mission,37.75503446,-122.4190692,Private room,65,1,3,7/13/15,0.14,1,0
Quiet flat in fun neighborhood -- Room 2,Mission,37.7623101,-122.4197122,Private room,300,1,0,,,2,365
"Quiet, sunny 2BR Mission home & private garden",Mission,37.74946151,-122.4091694,Entire home/apt,255,2,31,9/6/16,0.53,1,0
Big Bright Mission-Dolores Flat,Mission,37.76299792,-122.4217049,Private room,95,1,78,11/20/16,2.25,4,211
Private Bedroom- Mission District,Mission,37.75249635,-122.4099389,Private room,75,1,0,,,1,0
Cute Central Room and Private Bath,Mission,37.76450813,-122.4164842,Private room,90,1,18,11/20/16,1.31,1,0
House in Heart of the Mission,Mission,37.75420874,-122.4177143,Private room,105,3,5,10/2/15,0.25,1,0
San Francisco Mission-July 1 - 14-Entire Apartment,Mission,37.76720776,-122.4171204,Entire home/apt,50,3,3,12/28/16,0.16,3,14
Heart of The Mission - large 3 BR,Mission,37.75171999,-122.4138625,Entire home/apt,463,4,5,10/7/16,0.4,1,22
Wonderful Mission Dolores Flat,Mission,37.75559219,-122.4227863,Entire home/apt,195,30,29,10/24/15,0.85,3,167
Top Floor of Historic Building,Mission,37.75228981,-122.4159339,Entire home/apt,200,3,8,7/20/16,0.23,2,152
Quiet Top Floor Apt in Mission,Mission,37.76028596,-122.4234149,Entire home/apt,138,1,0,,,1,0
Lovely room/bath in prime location,Mission,37.76649136,-122.4065846,Private room,120,4,1,8/14/15,0.05,1,0
Spacious Sunny Flat in Fun Mission,Mission,37.7656085,-122.4200594,Entire home/apt,239,1,104,3/13/17,3.9,1,102
Calming oasis with views - NEW!,Mission,37.75135009,-122.4235024,Private room,140,2,21,2/1/17,1.49,3,161
Large Victorian Home in Mission,Mission,37.75315747,-122.4051128,Entire home/apt,195,3,8,8/23/16,0.37,1,184
Huge Garden Flat - Heart of Mission,Mission,37.75043561,-122.413185,Private room,160,5,1,8/19/15,0.05,1,0
Modern & Spacious Mission 1BR Apt.,Mission,37.76635223,-122.4211437,Entire home/apt,129,2,4,2/4/17,0.32,1,0
"Lovely 2FL Victorian; deck, garden",Mission,37.75658265,-122.4169822,Entire home/apt,260,3,13,7/16/16,0.22,1,0
Spacious Private Room in the Mission,Mission,37.76766368,-122.424679,Private room,200,1,3,3/27/17,3,3,64
Lovely garden studio off Valencia ,Mission,37.75701828,-122.4212952,Entire home/apt,140,3,137,3/26/17,2.44,1,173
Lovely Edwardian in Mission Dolores,Mission,37.75924925,-122.4230581,Entire home/apt,300,5,5,1/2/17,0.94,1,111
Beautiful 1BR in Valencia corridor!,Mission,37.76264179,-122.4199421,Entire home/apt,168,1,1,4/12/15,0.04,1,0
Spacious apartment in Mission Dolores,Mission,37.76235785,-122.4238459,Entire home/apt,575,2,16,3/25/17,1.16,1,352
"Upscale, hip apt in SF's Mission",Mission,37.76164834,-122.4205553,Entire home/apt,350,3,3,8/15/16,0.25,1,365
Newly Remodeled Flat near trendy Valencia Street,Mission,37.76563516,-122.4174603,Private room,135,2,39,4/1/17,3.98,3,343
Great private room in the  Mission!,Mission,37.75162534,-122.4177249,Private room,100,1,15,1/30/17,0.27,1,365
Mission Light!,Mission,37.76249149,-122.4202518,Private room,97,2,5,3/4/17,0.57,1,357
Mini Mansion- Studio Cottage with Garden + Storage,Mission,37.76746906,-122.4241287,Entire home/apt,139,25,2,2/28/17,0.48,1,25
King bed - best part of the Mission! The Teal Room,Mission,37.76654759,-122.4225179,Private room,110,2,0,,,4,0
Sunny 1br in hip Mission District,Mission,37.76933455,-122.4226493,Entire home/apt,300,1,0,,,1,0
Great apartment in a beautiful Mission victorian,Mission,37.75522009,-122.4154076,Private room,120,3,4,8/7/16,0.43,1,0
Chill apartment in the mission.,Mission,37.74880339,-122.4210351,Entire home/apt,220,2,1,4/24/15,0.04,2,365
Sunny Master Br. with Private Bath,Mission,37.76742485,-122.423743,Private room,110,1,40,5/14/14,0.93,1,158
Sunny Victorian Mission Flat,Mission,37.75347337,-122.4193957,Entire home/apt,295,2,41,3/8/17,2.69,1,192
Bunk bed in the Treat Street Clubhouse,Mission,37.7568687,-122.4146032,Shared room,55,2,113,3/11/17,4.28,8,43
Mission/NoeValley 3BR+,Mission,37.75366029,-122.4228086,Entire home/apt,219,14,0,,,1,58
Quiet Mission Retreat,Mission,37.75945121,-122.4233564,Entire home/apt,325,3,4,10/7/16,0.23,1,0
Heart of the Mission Victorian apt,Mission,37.7611278,-122.4221764,Entire home/apt,190,14,1,10/7/16,0.17,1,40
Air Mattress in Clean Mission Condo,Mission,37.76130382,-122.4087676,Shared room,75,1,0,,,1,0
1 BR in Classic SF Victorian,Mission,37.75072511,-122.4149275,Private room,109,1,77,2/15/17,5.18,1,314
Roomy 1BR in Mission Victorian,Mission,37.76514597,-122.4160758,Private room,99,1,179,3/27/17,4.69,6,316
Private Mission Rm w/ Modern Design,Mission,37.75029025,-122.4215714,Private room,160,1,59,3/31/17,2.59,3,358
Beautifully Renovated Victorian,Mission,37.75446574,-122.4209953,Private room,100,1,0,,,1,0
Cute in Mission Dist Victorian,Mission,37.75206557,-122.4220245,Private room,49,5,19,10/23/16,1.24,1,0
Heart of the Mission,Mission,37.76346934,-122.4237031,Entire home/apt,1200,1,0,,,1,0
Beautiful Victorian Flat in Mission,Mission,37.74994293,-122.4172164,Entire home/apt,189,3,55,3/27/17,2.96,2,56
Spacious 1BR in Mission Victorian,Mission,37.76521165,-122.4165293,Private room,105,1,194,2/24/17,5,6,332
Charming Home on Art Alley,Mission,37.75015862,-122.4128977,Entire home/apt,195,2,60,3/29/17,2.13,1,90
Amazing top floor 2 bedroom w deck,Mission,37.75742589,-122.4085392,Entire home/apt,190,3,1,1/2/17,0.33,1,184
Designer 3bd with views and decks!,Mission,37.76051646,-122.4096362,Entire home/apt,350,2,27,3/5/17,1.93,2,86
Heart of the City,Mission,37.76728815,-122.4156191,Private room,65,2,0,,,1,319
Big Sunny Room/Heart of the Mission,Mission,37.7567545,-122.4092142,Private room,100,1,0,,,1,0
Pied-ÌÊ-Terre in the Mission,Mission,37.76891477,-122.4179894,Private room,95,2,9,3/11/17,4.09,2,346
Two Room Double Parlor in Mission/Castro,Mission,37.75912096,-122.4243675,Private room,200,2,1,12/25/16,0.3,1,154
Stylist & convenient suite in Mission Dolores,Mission,37.76557474,-122.426239,Entire home/apt,125,5,2,3/16/17,1.87,1,171
"2 br sunny apartment, heart of SF",Mission,37.76998771,-122.4226806,Entire home/apt,245,2,20,3/28/17,0.97,1,44
Mission 1 BR + Office with Parking,Mission,37.75284831,-122.4215144,Entire home/apt,139,2,0,,,1,91
Cool & Cozy 2 BR Mission Cottage ****30+ day****,Mission,37.76222242,-122.4078375,Entire home/apt,189,30,22,1/9/17,2.29,1,365
Mission Dolores View Victorian,Mission,37.75649047,-122.4255064,Entire home/apt,250,2,4,10/16/16,0.35,1,0
Guest Bedroom in Mission District Luxury Condo,Mission,37.76200238,-122.4205167,Private room,185,4,0,,,1,203
Sunny Mission 2BR Home w Garden access,Mission,37.7552773,-122.4104774,Entire home/apt,375,2,3,3/5/17,0.14,2,152
Quiet Room - Best Location in SF,Mission,37.76992689,-122.4228783,Private room,118,3,2,10/26/15,0.11,1,0
Sunny 2Rm Suite Unbeatable Location,Mission,37.76094674,-122.4209833,Private room,130,2,37,3/22/17,2.78,1,5
Heart of the Mission - Modern 2BD,Mission,37.76010961,-122.4185262,Entire home/apt,327,2,34,3/20/17,1.07,1,8
"Latin Vctorian Styl n the ""Mish"" #1-THE MISSION RM",Mission,37.74874493,-122.4182491,Private room,80,7,88,3/18/17,1.75,3,280
Great Mission APT.,Mission,37.75412286,-122.4062341,Entire home/apt,175,4,1,12/24/13,0.03,1,85
The Elbo Room,Mission,37.75304967,-122.4117532,Private room,70,2,0,,,1,89
Private Room - 5 Bedroom House In The Mission,Mission,37.75548251,-122.4252203,Private room,61,1,4,3/27/17,4,2,32
Hip Mission Apartment w/Patio,Mission,37.76760458,-122.4189063,Private room,99,5,7,1/2/17,0.47,1,0
Renovated Mission-Dolores Flat,Mission,37.76066624,-122.4246374,Entire home/apt,250,3,8,2/26/17,0.62,1,0
Mission Gem-A Private Suite & Bath,Mission,37.75514538,-122.4196644,Private room,135,2,18,8/16/16,1,1,254
1BD in the Heart of San Francisco,Mission,37.7701263,-122.4216067,Entire home/apt,175,14,13,2/19/17,0.93,2,0
Cosy room in the mission,Mission,37.76513014,-122.4241644,Private room,85,1,0,,,1,0
Sunny Apartment in the Mission,Mission,37.77082415,-122.4228335,Entire home/apt,325,1,0,,,1,0
Country living in the Mission!,Mission,37.75570344,-122.4115061,Entire home/apt,250,3,30,8/6/16,0.65,1,69
Quiet well-located Mission 1BR,Mission,37.75356104,-122.4107865,Entire home/apt,275,1,4,10/4/16,0.65,2,0
10.3 - Great room in the Mission district!,Mission,37.76830528,-122.420741,Private room,70,1,34,3/26/17,5.64,5,20
Private Mission Room next to BART,Mission,37.75279882,-122.4166892,Private room,75,4,2,2/19/16,0.13,1,0
The Yellow Vic ‰ÛÒ Yay Mission!,Mission,37.74994308,-122.4164356,Entire home/apt,250,4,13,9/12/15,0.3,2,118
Classic Edwardian home w/leafy backyard in Mission,Mission,37.75114043,-122.4078588,Entire home/apt,240,3,10,2/9/17,0.47,2,0
Mission District - Perfect Location,Mission,37.76098575,-122.4218298,Entire home/apt,195,3,168,3/26/17,2.91,1,96
THE MISSION~QUEEN BED,Mission,37.75717107,-122.409813,Private room,60,1,1,7/1/14,0.03,4,0
"Heart of San Francisco, the Mission",Mission,37.75610669,-122.4186619,Entire home/apt,290,3,55,2/27/17,1.02,1,346
"Test!@#%^&*()-+'"";<img onerror=alert(1) src=",Mission,37.76510651,-122.4064693,Private room,66,1,0,,,1,0
Sunny Mission Victorian with Contemporary Flair,Mission,37.75368076,-122.4205052,Entire home/apt,249,3,4,3/28/17,3,1,61
Cozy Mission Garden Rooms,Mission,37.75192025,-122.4136513,Entire home/apt,140,2,173,3/26/17,3.13,1,234
Private Mission Garden Studio,Mission,37.75176801,-122.4154344,Entire home/apt,160,3,29,3/27/17,3.69,1,113
"Bartlett Gardens: Spacious, bright!",Mission,37.75762489,-122.4193257,Private room,99,2,60,3/26/17,0.83,5,315
"Small Cozy Room, Ideal Location",Mission,37.75776588,-122.4195127,Private room,60,1,3,7/14/14,0.09,1,0
Penthouse Mission Apartment,Mission,37.75628493,-122.4234923,Private room,150,1,0,,,1,365
Stylish Living in Liberty Hill,Mission,37.75629056,-122.4251775,Entire home/apt,450,6,8,1/2/17,0.12,1,139
Full Apt in Hippest SF Neighborhood,Mission,37.76789362,-122.4200106,Entire home/apt,300,4,7,10/22/10,0.09,1,0
Fantastic Mission Room,Mission,37.75815049,-122.4209271,Private room,175,3,0,,,1,0
Bright Beautiful 2BR Condo w/ Views,Mission,37.75870508,-122.4092541,Entire home/apt,800,1,1,2/2/16,0.07,1,0
Noe/Mission Victorian Flat,Mission,37.75362764,-122.4240429,Entire home/apt,199,1,27,3/10/17,3.08,2,335
Home in the Heart of the Mission,Mission,37.7531555,-122.4212498,Entire home/apt,950,7,4,12/30/15,0.09,2,365
Mission District Pied-ÌÊ-terre,Mission,37.75195465,-122.423666,Entire home/apt,195,2,31,3/17/17,3.16,1,141
Spacious Victorian in the Mission,Mission,37.75277277,-122.4150602,Private room,120,1,0,,,1,0
Mission bedroom in Garden Apartment,Mission,37.7508266,-122.4107258,Private room,95,1,91,3/26/17,2.47,2,286
Incredible place in hippest SF hood,Mission,37.76845124,-122.422279,Private room,129,4,56,1/24/17,1.16,1,332
 PRIVATE RM 4 1 nxt 2 Dolores Park,Mission,37.76312154,-122.4258955,Private room,200,2,4,12/22/13,0.09,1,365
Cozy bedroom in old Victorian,Mission,37.75397923,-122.4120546,Private room,55,1,7,3/23/17,2.12,2,0
Lucky Street retreat- 2 bdrm home with 2 decks,Mission,37.7509893,-122.4123912,Entire home/apt,180,3,12,3/6/17,2.13,1,1
Spacious Sunny 2BD Mission Paradise,Mission,37.75125908,-122.41959,Entire home/apt,182,3,4,10/24/16,0.23,1,0
HUGE Valencia St. 4BR Victorian,Mission,37.75442495,-122.4225268,Entire home/apt,450,3,1,4/6/15,0.04,1,0
Dolores Delight,Mission,37.75392028,-122.4250217,Entire home/apt,232,30,64,10/28/16,1.88,3,249
"great modern space, great location!",Mission,37.76715056,-122.4175619,Private room,189,2,82,3/4/17,2.32,2,342
Private Room in Sunny Cottage with Private Bath,Mission,37.75725607,-122.4125369,Private room,110,2,118,3/26/17,2.64,1,27
Bright Mission flat near eateries,Mission,37.75678598,-122.4117116,Entire home/apt,225,5,0,,,1,25
Sunny Modern Mission Flat w/ 3 BDs,Mission,37.76258743,-122.4246365,Entire home/apt,425,2,67,3/16/17,2.02,4,330
Suite in the middle of it all,Mission,37.76181574,-122.4214326,Private room,199,4,64,3/20/17,3.14,1,118
"Charming, Large Room in the Mission",Mission,37.75857146,-122.4090347,Private room,115,2,6,3/26/17,0.74,1,0
Cozy Queen Bed Mission District,Mission,37.76506038,-122.4252117,Private room,45,4,1,10/29/15,0.06,1,0
"Beautiful, sunny room in Mission",Mission,37.75465206,-122.4108748,Private room,99,2,0,,,1,0
Dolores apartment,Mission,37.74901877,-122.4248465,Entire home/apt,120,2,3,2/27/17,1.05,1,0
Hip and spacious near Dolores Park,Mission,37.7665383,-122.4239299,Entire home/apt,224,2,25,3/19/17,1.47,1,0
Beautiful 2 BR home in the Mission,Mission,37.76022472,-122.4204972,Private room,155,1,0,,,1,0
Sunny Mission Dolores Gem!,Mission,37.76807164,-122.424595,Entire home/apt,650,4,28,1/28/15,0.44,1,0
Private Room In Brand New Condo,Mission,37.76512659,-122.4104002,Private room,100,1,0,,,1,364
"2 rooms, 4 beds MissionValencia",Mission,37.75829739,-122.419475,Private room,220,3,7,1/21/17,0.39,3,274
Gorgeous 3BR in Heart of Mission,Mission,37.75870533,-122.4165946,Entire home/apt,375,4,3,6/14/15,0.08,1,0
Grand victorian flat in mission SF,Mission,37.75797189,-122.4096018,Entire home/apt,245,2,8,1/31/17,0.25,1,0
Modern Mission District 1 Bedroom,Mission,37.76282268,-122.4186276,Entire home/apt,350,1,0,,,1,0
Charming Mission Dolores Cottage,Mission,37.7592379,-122.4245943,Private room,95,1,0,,,1,60
New Valencia Condo w/ Private Roof,Mission,37.75951725,-122.4219182,Entire home/apt,1500,1,0,,,1,0
Spacious 1 Bedroom in the Mission,Mission,37.75773211,-122.4104305,Private room,115,1,0,,,2,307
"Oasis Sunny Vibrant Mission, Mstr",Mission,37.75653661,-122.419275,Private room,89,2,69,3/10/17,3.02,2,159
Perfect Modern 1BD  Mission SF Apt,Mission,37.76258853,-122.4174764,Entire home/apt,170,2,47,12/21/16,0.76,1,329
"Sunny Apartment, Heart of Mission",Mission,37.76055316,-122.4208676,Entire home/apt,190,4,20,8/11/16,0.45,1,315
3 Bedroom in Prime Central Location,Mission,37.75752397,-122.4146837,Entire home/apt,300,1,46,3/19/17,5.29,5,77
"Outstanding location, 2BR warm home",Mission,37.75861652,-122.423829,Entire home/apt,450,2,12,12/30/16,0.74,1,0
2 King bed 2 bath Condo off Market,Mission,37.76934355,-122.4228242,Entire home/apt,199,3,21,3/6/17,1.25,1,15
quaint room in great neighborhood ,Mission,37.74911936,-122.4223903,Private room,110,1,0,,,2,365
Treat Suite,Mission,37.75282381,-122.4130389,Entire home/apt,165,2,16,3/17/17,4.9,2,28
Charming Garden Studio Dolores Park,Mission,37.75852755,-122.4238706,Entire home/apt,100,4,113,3/21/17,2.01,1,50
Welcoming and spacious apartment,Mission,37.76431325,-122.4156947,Entire home/apt,190,2,0,,,1,0
Sunny Spacious Edwardian Flat,Mission,37.75471988,-122.4103397,Entire home/apt,350,2,21,3/12/17,1.77,1,152
Bunk bed in the Treat Street Clubhouse,Mission,37.75667816,-122.4147033,Shared room,33,30,92,2/26/17,3.55,8,88
Modern Architectural Gem - 4 Bdrm,Mission,37.75557545,-122.4247407,Entire home/apt,780,4,17,9/20/16,0.25,3,167
NEW! Large 2 BR Flat in the Mission,Mission,37.75659849,-122.414179,Entire home/apt,305,3,50,3/30/17,2.66,1,37
Stunning New Modern Mission House,Mission,37.75295529,-122.4038429,Private room,95,6,3,9/6/16,0.35,1,1
Spacious Mission Room Near BART,Mission,37.76907821,-122.4203199,Private room,89,2,57,3/3/17,1.25,4,34
Room with Private Bathroom in the Mission!,Mission,37.7672784,-122.4223073,Private room,109,3,15,4/1/17,1.52,2,14
Bunk bed in the Treat Street Clubhouse,Mission,37.75852594,-122.4133371,Shared room,55,2,94,3/15/17,3.61,8,55
Private 1 BR in the heart of San Francisco,Mission,37.7671807,-122.4204302,Entire home/apt,135,2,1,3/27/17,1,1,30
Huge Sunny Apartment in Heart of Mission,Mission,37.75573674,-122.4108047,Entire home/apt,360,2,4,1/2/17,0.49,2,5
Large Couch in Quiet Living Room,Mission,37.75339878,-122.4173487,Shared room,150,1,1,8/9/15,0.05,1,0
Bohemian experience in the Mission,Mission,37.7593975,-122.4177266,Private room,100,4,2,10/23/16,0.34,1,82
Spacious room in the Mission District,Mission,37.7623415,-122.4152495,Private room,400,1,0,,,1,0
Charming home in the heart of SF,Mission,37.76082204,-122.4191647,Shared room,24,5,5,2/19/17,1.11,1,298
Modern in-Law Unit in the Happening,Mission,37.75065033,-122.4198382,Entire home/apt,225,3,41,2/10/17,0.48,1,144
Private bath+ Hike/Bike/TransitScore97+,Mission,37.76022146,-122.425508,Private room,140,2,243,3/6/17,4.66,2,48
A lovely little apartment,Mission,37.76662828,-122.4178155,Entire home/apt,128,4,5,12/2/16,0.49,1,0
Sunny Room Overlooking Side Street,Mission,37.76118152,-122.4191111,Private room,150,1,117,3/13/17,3.11,2,340
Huge 4BR/4BA Modern Mission Home with Deck & Yard,Mission,37.75080904,-122.4163747,Entire home/apt,599,1,10,3/12/17,1.64,4,245
Big SF Soma/Mission st apt,Mission,37.76999787,-122.4198414,Entire home/apt,180,1,123,3/23/17,4.94,1,327
"Painted Lady-Katz House, Rm 1",Mission,37.75122573,-122.4236679,Private room,210,2,8,10/10/16,0.43,3,363
Gorgeous 3 bedroom Mission Oasis,Mission,37.75524895,-122.4099138,Entire home/apt,315,3,98,1/28/17,1.73,1,175
Private Room. Prime Mission Location.,Mission,37.75442005,-122.4099231,Private room,89,2,2,10/8/16,0.32,1,0
Victorian Flat at 24th St.,Mission,37.75192598,-122.4217791,Private room,60,4,11,11/27/16,1.19,1,5
Charming Apt in Heart of Mission,Mission,37.75905882,-122.4218547,Entire home/apt,200,2,14,9/19/16,0.62,1,10
Beautiful room in hip Mission,Mission,37.76134648,-122.4207622,Private room,115,2,21,3/27/17,2.74,1,61
"Mission Private 1BR/BA Luxe Garden Suite, Prvt Ent",Mission,37.75111378,-122.4133564,Private room,175,3,43,3/28/17,3.07,1,88
17th and Valencia Room,Mission,37.76668745,-122.4211264,Private room,206,1,2,8/19/16,0.16,1,0
Entire Sunny 3bd Victorian House,Mission,37.76120327,-122.4073464,Entire home/apt,449,5,12,12/27/16,0.31,2,6
"Gorgeous, private, 2-bedroom flat!",Mission,37.75869748,-122.4110783,Entire home/apt,272,2,112,3/7/17,1.82,1,346
Cozy 1-bedroom in the heart of the Mission,Mission,37.76145652,-122.4204264,Entire home/apt,150,3,4,1/5/17,0.94,1,5
Spacious & Beautifully Renovated,Mission,37.76099617,-122.4217991,Entire home/apt,245,2,17,3/9/17,1.47,2,0
The Best Located Studio On Mission,Mission,37.75913995,-122.4100002,Entire home/apt,89,4,9,9/17/15,0.21,1,302
La Casa Duboce!,Mission,37.77005855,-122.4231424,Private room,75,1,6,9/7/16,0.82,2,0
Warm Victorian BR - w/ private sink & 2 closets,Mission,37.75917544,-122.4082493,Private room,58,31,0,,,6,243
Modern minimalist apartment in the Mission,Mission,37.76764592,-122.4196852,Entire home/apt,200,3,0,,,1,21
Studio in Mission District,Mission,37.76622617,-122.4193958,Entire home/apt,120,1,5,1/28/17,0.36,1,0
Sunny room in comfy house,Mission,37.75604803,-122.4153785,Private room,45,1,1,12/3/15,0.06,1,0
Single Bedroom in Mission 2br Apt,Mission,37.76221383,-122.4203222,Private room,125,1,2,4/7/16,0.14,2,0
Room in Mission District Victorian House,Mission,37.75006196,-122.407914,Private room,85,1,37,3/4/17,4.87,2,45
"Private room(s)-In the Mission, 3 blocks from BART",Mission,37.76670376,-122.4182613,Private room,60,4,76,3/18/17,1.63,3,292
Incredible: steps from Dolores Park,Mission,37.75675319,-122.4246655,Private room,90,1,53,3/17/17,4.36,1,25
Private Sunny Living Room + BDRM (2 RMS),Mission,37.76346479,-122.4250033,Private room,145,2,203,3/27/17,4.65,1,111
